batter,avg_total_runs,avg_strike_rate,avg_runs_vs_team,avg_runs_at_stadium,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Gujarat Titans,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Lucknow Super Giants,Mumbai Indians,Pune Warriors,Punjab Kings,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bengaluru,Sunrisers Hyderabad
TS Mills,0.0,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
TU Deshpande,0.0,0.0,5.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Tanush Kotian,24.0,75.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
Tilak Varma,34.5,120.22727272727276,29.775,36.28316326530612,34.5,0.0,30.6,0.0,0.0,22.75,0.0,0.0,22.0,24.25,0.0,0.0,24.75,44.4,0.0,0.0,42.0,16.0,36.5
U Kaul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UA Birla,7.0,46.66666666666666,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBT Chand,16.0,123.07692307692308,15.22222222222222,14.972727272727273,16.0,0.0,0.0,14.0,0.0,0.0,8.333333333333334,0.0,18.5,0.0,0.6666666666666666,17.0,0.0,12.5,0.0,0.0,39.0,0.0,11.0
UT Khawaja,24.5,114.93055555555556,20.5,21.75,0.0,0.0,0.0,24.5,0.0,0.0,30.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0
UT Yadav,3.1,46.590909090909086,4.523333333333333,5.265,3.1,3.0,1.0,2.0,0.0,10.0,1.0,0.0,1.0,1.0,2.25,8.0,0.0,15.0,2.0,7.0,6.0,0.0,5.5
Umar Gul,24.0,218.18181818181816,11.5,7.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,6.0,0.0,0.0
Umran Malik,3.0,60.0,4.6,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
V Kohli,32.90625,116.79624573110996,39.32370126194471,34.08025387157447,32.90625,30.6,29.6,42.27777777777778,56.6,68.8,27.24,25.0,31.032258064516128,27.8,26.875,25.6,49.857142857142854,25.466666666666665,41.5,94.0,0.0,0.0,33.34782608695652
V Pratap Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,28.928571428571423,118.57001802819217,27.664606605515697,26.297668997669,28.928571428571427,28.818181818181817,0.0,20.0,0.0,0.0,25.0,47.5,23.46153846153846,0.0,30.785714285714285,44.0,0.0,21.066666666666666,0.0,0.0,21.25,0.0,13.5
V Shankar,20.88888888888889,108.19832341571473,20.394675925925924,20.791609977324264,20.88888888888889,0.0,14.0,0.0,63.0,0.0,18.0,0.0,28.0,10.333333333333334,17.555555555555557,0.0,8.0,17.625,0.0,0.0,18.833333333333332,10.0,18.5
V Viyaskanth,7.0,140.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VG Arora,1.0,75.0,1.4,1.1333333333333335,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
VH Zol,13.0,108.33333333333331,14.5,14.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
VR Aaron,0.0,0.0,3.7142857142857135,3.395833333333333,0.0,0.0,2.0,0.0,0.0,0.0,9.333333333333334,0.0,1.6666666666666667,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
VR Iyer,19.33333333333333,121.0813492063492,27.446428571428573,25.310016025641023,19.333333333333332,0.0,17.714285714285715,0.0,0.0,37.0,0.0,0.0,0.0,8.333333333333334,60.333333333333336,0.0,30.8,27.25,0.0,0.0,22.2,33.0,18.5
VRV Singh,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VS Malik,1.0,50.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VS Yeligati,2.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VVS Laxman,5.333333333333333,63.030303030303024,12.708333333333332,13.51190476190476,5.333333333333333,0.0,0.0,2.0,0.0,0.0,29.0,0.0,10.666666666666666,0.0,13.666666666666666,0.0,0.0,10.0,0.0,0.0,31.0,0.0,0.0
VY Mahesh,6.0,120.0,3.375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
Vijaykumar Vyshak,13.0,144.44444444444443,3.5,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Virat Singh,4.0,28.57142857142857,7.5,7.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vishnu Vinod,6.0,106.66666666666669,8.125,9.333333333333334,0.0,0.0,0.0,6.0,0.0,17.5,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vivrant Sharma,69.0,140.81632653061226,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W Jaffer,50.0,138.88888888888889,15.071428571428571,11.0,50.0,24.5,0.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
WA Mota,15.0,71.2962962962963,7.0,7.285714285714286,15.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WD Parnell,2.0,33.33333333333333,5.354166666666667,4.166666666666667,2.0,16.0,0.0,10.0,0.0,0.0,2.0,1.0,2.5,0.0,7.333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
WG Jacks,41.0,136.66666666666666,28.83333333333333,32.888888888888886,0.0,0.0,41.0,0.0,0.0,50.5,0.0,0.0,55.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.5
WP Saha,22.8125,122.7047733261293,19.991511765524923,19.469494047619047,22.8125,9.0,24.0,14.3,21.0,0.0,19.428571428571427,46.0,26.789473684210527,44.333333333333336,24.88888888888889,13.0,21.2,10.466666666666667,13.5,3.5,17.85,3.0,24.77777777777778
WPUJC Vaas,7.0,138.54166666666669,8.0,7.1875,0.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Washington Sundar,7.666666666666667,164.77272727272728,11.278030303030302,9.673809523809524,7.666666666666667,0.0,9.6,5.0,0.0,1.5,17.333333333333332,0.0,2.5,17.0,6.125,0.0,25.0,25.333333333333332,0.0,0.0,0.0,0.0,7.0
X Thalaivan Sargunam,10.0,58.82352941176471,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y Gnaneswara Rao,19.0,105.55555555555556,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y Nagar,22.5,71.80851063829789,15.0,12.3,22.5,13.5,0.0,0.0,0.0,0.0,10.5,20.0,14.5,0.0,0.0,24.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0
Y Prithvi Raj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y Venugopal Rao,18.857142857142858,142.24023765350296,18.6393253968254,14.86128364389234,18.857142857142858,12.0,0.0,13.2,0.0,0.0,13.11111111111111,20.5,25.166666666666668,0.0,27.333333333333332,15.5,0.0,22.6,0.0,0.0,18.125,0.0,0.0
YA Abdulla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBK Jaiswal,37.66666666666666,145.90783612522742,29.79952380952381,30.871052631578948,37.666666666666664,0.0,21.166666666666668,0.0,0.0,12.8,0.0,0.0,34.75,33.25,40.42857142857143,0.0,36.833333333333336,0.0,0.0,0.0,20.6,22.5,38.0
YK Pathan,18.157894736842103,119.98965190888966,21.26443115364168,20.43799715909091,18.157894736842106,34.666666666666664,9.0,22.57894736842105,36.666666666666664,0.0,16.789473684210527,12.5,21.8,0.0,21.454545454545453,26.0,0.0,16.625,4.0,36.5,16.227272727272727,0.0,26.0
YS Chahal,6.0,35.71428571428571,2.185185185185185,2.636363636363636,6.0,0.0,0.5,0.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.6666666666666667
YV Dhull,13.0,86.66666666666667,5.333333333333333,4.25,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
YV Takawale,19.0,111.76470588235294,16.291666666666668,19.05555555555556,19.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0
Yash Dayal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yashpal Singh,13.0,61.90476190476191,11.333333333333334,11.75,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
Younis Khan,3.0,42.85714285714285,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yudhvir Singh,14.0,200.0,5.5,6.166666666666667,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Yuvraj Singh,21.5625,104.74518488192751,23.26648173776933,21.039334554334555,21.5625,14.75,53.0,27.0,6.5,0.0,25.7,8.0,21.444444444444443,0.0,14.421052631578947,0.0,0.0,29.53846153846154,47.0,23.0,24.214285714285715,0.0,9.6
Z Khan,7.8,113.33333333333331,3.7092592592592593,4.976190476190476,7.8,1.3333333333333333,0.0,4.0,0.0,0.0,0.3333333333333333,0.0,5.0,0.0,1.6666666666666667,0.0,0.0,6.0,0.0,0.0,6.25,0.0,1.0
